都市コード,都市名,国名
TZX,TRABZON,Turkey
UAE,MOUNT AUE,Papua New Guinea
UAH,UA HUKA,French Polynesia
UAI,SUAI,Timor Leste
UAK,NARSARSUAQ,Greenland
UAP,UA POU,French Polynesia
UAQ,SAN JUAN,Argentina
UAR,BOUARFA,Morocco
UAS,SAMBURU,Kenya
UAX,UAXACTUN,Guatemala
UBA,UBERABA,Brazil
UBB,MABUIAG ISLAND,Australia
UBI,BUIN,Papua New Guinea
UBJ,UBE,Japan
UBP,UBON RATCHATHANI,Thailand
UBS,COLUMBUS,United States of America
UBU,KALUMBURU,Australia
UCB,ULANQAB,"China, People’s Republic of"
UCN,BUCHANAN,Liberia
UCT,UKHTA,Russia (in Europe)
UDI,UBERLANDIA,Brazil
UDJ,UZHHOROD,Ukraine
UDR,UDAIPUR,India (including Andaman Isl.)
UEE,QUEENSTOWN,Australia
UEL,QUELIMANE,Mozambique
UEO,KUMEJIMA,Japan
UET,QUETTA,Pakistan
UFA,UFA,Russia (in Europe)
UGC,URGENCH,Uzbekistan
UGI,UGANIK,United States of America
UGO,UIGE,Angola
UHE,UHERSKE HRADISTE,Czech Republic
UIB,QUIBDO,Colombia
UIH,QUI NHON,Vietnam
UII,UTILA,Honduras
UIK,UST-ILIMSK,Russia (in Asia)
UIN,QUINCY,United States of America
UIO,QUITO,Ecuador
UIP,QUIMPER,France
UIR,QUIRINDI,Australia
UIT,JALUIT ISLAND,Marshall Islands
UJE,UJAE ISLAND,Marshall Islands
UKA,UKUNDA,Kenya
UKI,UKIAH,United States of America
UKK,UST-KAMENOGORSK,Kazakhstan
UKR,MUKEIRAS,Yemen
UKS,SEVASTOPOL,Ukraine
UKU,NUKU,Papua New Guinea
UKX,UST-KUT,Russia (in Asia)
ULA,SAN JULIAN,Argentina
ULB,ULEI,Vanuatu
ULD,ULUNDI,South Africa
ULE,SULE,Papua New Guinea
ULG,OLGII,Mongolia
ULH,AL ULA,Saudi Arabia
ULL,MULL,United Kingdom
ULN,ULAANBAATAR,Mongolia
ULO,ULAANGOM,Mongolia
ULP,QUILPIE,Australia
ULQ,TULUA,Colombia
ULU,GULU,Uganda
ULX,ULUSABA,South Africa
ULY,ULYANOVSK,Russia (in Europe)
UMC,UMBA,Papua New Guinea
UMD,UUMMANNAQ,Greenland
UME,UMEA,Sweden
UMI,QUINCE MIL,Peru
UMR,WOOMERA,Australia
UMU,UMUARAMA,Brazil
UNA,UNA,Brazil
UND,KUNDUZ,Afghanistan
UNE,QACHA’S NEK,Lesotho
UNG,KIUNGA,Papua New Guinea
UNI,UNION ISLAND,St. Vincent and the Grenadines
UNK,UNALAKLEET,United States of America
UNN,RANONG,Thailand
UNT,UNST,United Kingdom
UOL,BUOL,Indonesia
UOX,OXFORD,United States of America
UPG,MAKASSAR,Indonesia
UPL,UPALA,Costa Rica
UPN,URUAPAN,Mexico
UPP,HAWI,United States of America
UPR,UPIARA,Papua New Guinea
UQE,QUEEN,United States of America
URA,URALSK,Kazakhstan
URB,CASTILHO,Brazil
URC,URUMQI,"China, People’s Republic of"
URE,KURESSAARE,Estonia
URG,URUGUAIANA,Brazil
URJ,URAJ,Russia (in Asia)
URM,URIMAN,Venezuela
URO,ROUEN,France
URR,URRAO,Colombia
URS,KURSK,Russia (in Europe)
URT,SURAT THANI,Thailand
URU,UROUBI,Papua New Guinea
URY,GURAYAT,Saudi Arabia
URZ,URUZGAN,Afghanistan
USH,USHUAIA,Argentina
USI,MABARUMA,Guyana
USJ,USHARAL,Kazakhstan
USK,USINSK,Russia (in Europe)
USL,USELESS LOOP,Australia
USM,KO SAMUI,Thailand
USN,ULSAN,Korea (Rep. of)
USO,USINO,Papua New Guinea
USQ,USAK,Turkey
USU,BUSUANGA,Philippines
UTA,MUTARE,Zimbabwe
UTB,MUTTABURRA,Australia
UTH,UDON THANI,Thailand
UTK,UTIRIK ISLAND,Marshall Islands
UTN,UPINGTON,South Africa
UTO,UTOPIA CREEK,United States of America
UTP,UTAPAO,Thailand
UTT,UMTATA,South Africa
UUA,BUGULMA,Russia (in Europe)
UUD,ULAN-UDE,Russia (in Asia)
UUS,YUZHNO-SAKHALINSK,Russia (in Asia)
UUU,MANUMU,Papua New Guinea
UVE,OUVEA,New Caledonia (including Loyalty Islands)
UVL,NEW VALLEY,Egypt
UVO,UVOL,Papua New Guinea
UYL,NYALA,Sudan
UYN,YULIN,"China, People’s Republic of"
UYU,UYUNI,Bolivia
UZC,UZICE,Serbia
UZU,CURUZU CUATIA,Argentina
VAA,VAASA,Finland
VAB,YAVARATE,Colombia
VAF,VALENCE,France
VAG,VARGINHA,Brazil
VAI,VANIMO,Papua New Guinea
VAK,CHEVAK,United States of America
VAL,VALENCIA,Brazil
VAN,VAN,Turkey
VAO,SUAVANAO,Solomon Islands
VAR,VARNA,Bulgaria
VAS,SIVAS,Turkey
VAT,VATOMANDRY,Madagascar
VAU,VATUKOULA,Fiji
VAV,VAVA'U,Tonga
VAW,VARDO,Norway
VAZ,VAL D'ISERE,France
VBV,VANUABALAVU ISLAND,Fiji
VBY,VISBY,Sweden
VCA,CAN THO,Vietnam
VCB,VIEW COVE,United States of America
VCD,VICTORIA RIVER DOWNS,Australia
VCE,VENICE,Italy
VCF,VALCHETA,Argentina
VCH,VICHADERO,Uruguay
VCL,CHU LAI,Vietnam
VCL,CHU LAI,Vietnam
VCS,CON DAO ISLAND,Vietnam
VCT,VICTORIA,United States of America
VDA,OVDA,Israel
VDB,FAGERNES,Norway
VDC,VITORIA DA CONQUISTA,Brazil
VDE,VALVERDE,Spain and Canary Islands
VDH,DONG HOI,Vietnam
VDM,VIEDMA,Argentina
VDO,QUANG NINH,Vietnam
VDP,VALLE DE LA PASCUA,Venezuela
VDR,VILLA DOLORES,Argentina
VDS,VADSO,Norway
VDY,VIDYANAGAR,India (including Andaman Isl.)
VDZ,VALDEZ,United States of America
VEE,VENETIE,United States of America
VEG,MAIKWAK,Guyana
VEJ,VEJLE,Denmark
VEL,VERNAL,United States of America
VER,VERACRUZ,Mexico
VEV,BARAKOMA,Solomon Islands
VEY,VESTMANNAEYJAR,Iceland
VFA,VICTORIA FALLS,Zimbabwe
VGA,VIJAYAWADA,India (including Andaman Isl.)
VGO,VIGO,Spain and Canary Islands
VGS,GENERAL VILLEGAS,Argentina
VGZ,VILLAGARZON,Colombia
VHC,SAURIMO,Angola
VHM,VILHELMINA,Sweden
VHY,VICHY,France
VHZ,VAHITAHI,French Polynesia
VIA,VIDEIRA,Brazil
VID,VIDIN,Bulgaria
VIE,VIENNA,Austria
VIG,EL VIGIA,Venezuela
VII,VINH,Vietnam
VIJ,VIRGIN GORDA,"Virgin Islands, (British)"
VIL,DAKHLA,Morocco
VIN,VINNYTSIA,Ukraine
VIS,VISALIA,United States of America
VIT,VITORIA,Spain and Canary Islands
VIU,VIRU HARBOUR,Solomon Islands
VIV,VIVIGANI,Papua New Guinea
VIX,VITORIA,Brazil
VKG,RACH GIA,Vietnam
VKT,VORKUTA,Russia (in Asia)
VLC,VALENCIA,Spain and Canary Islands
VLD,VALDOSTA,United States of America
VLG,VILLA GESELL,Argentina
VLI,PORT VILA,Vanuatu
VLL,VALLADOLID,Spain and Canary Islands
VLM,VILLAMONTES,Bolivia
VLN,VALENCIA,Venezuela
VLP,VILA RICA,Brazil
VLS,VALESDIR,Vanuatu
VLV,VALERA,Venezuela
VLY,ANGLESEY,United Kingdom
VME,VILLA MERCEDES,Argentina
VMI,PUERTO VALLE MI,Paraguay
VMU,BAIMURU,Papua New Guinea
VNA,SALAVAN,Lao People’s Dem. Rep.
VNE,VANNES,France
VNG,VIENGXAY,Lao People’s Dem. Rep.
VNO,VILNIUS,Lithuania
VNR,VANROOK STATION,Australia
VNS,VARANASI,India (including Andaman Isl.)
VNT,VENTSPILS,Latvia
VNX,VILANKULOS,Mozambique
VOG,VOLGOGRAD,Russia (in Europe)
VOH,VOHIMARINA,Madagascar
VOI,VOINJAMA,Liberia
VOL,VOLOS,Greece
VOZ,VORONEZH,Russia (in Europe)
VPE,ONDJIVA,Angola
VPG,VIPINGO,Kenya
VPN,VOPNAFJORDUR,Iceland
VPS,EGLIN AFB,United States of America
VPS,VALPARAISO,United States of America
VPY,CHIMOIO,Mozambique
VPZ,VALPARAISO,United States of America
VQS,VIEQUES,Puerto Rico
VRA,VARADERO,Cuba
VRB,VERO BEACH,United States of America
VRC,VIRAC,Philippines
VRE,VREDENDAL,South Africa
VRK,VARKAUS,Finland
VRL,VILA REAL,Portugal (including Azores & Madeira)
VRN,VERONA,Italy
VRU,VRYBURG,South Africa
VRY,VAEROY,Norway
VSA,VILLAHERMOSA,Mexico
VSE,VISEU,Portugal (including Azores & Madeira)
VSF,SPRINGFIELD,United States of America
VSG,LUHANSK,Ukraine
VTB,VITEBSK,Belarus
VTE,VIENTIANE,Lao People’s Dem. Rep.
VTF,VATULELE ISLAND,Fiji
VTG,VUNG TAU,Vietnam
VTU,LAS TUNAS,Cuba
VTZ,VISHAKHAPATNAM,India (including Andaman Isl.)
VUP,VALLEDUPAR,Colombia
VVB,MAHANORO,Madagascar
VVC,VILLAVICENCIO,Colombia
VVK,VASTERVIK,Sweden
VVO,VLADIVOSTOK,Russia (in Asia)
VVZ,ILLIZI,Algeria
VXC,LICHINGA,Mozambique
VXE,SAO VICENTE ISLAND,Cape Verde
VXO,VAXJO,Sweden
VYD,VRYHEID,South Africa
VYS,PERU,United States of America
WAA,WALES,United States of America
WAB,WABAG,Papua New Guinea
WAC,WACA,Ethiopia
WAD,ANDRIAMENA,Madagascar
WAE,WADI AL DAWASER,Saudi Arabia
WAG,WANGANUI,New Zealand
WAI,ANTSOHIHY,Madagascar
WAK,ANKAZOABO,Madagascar
WAM,AMBATONDRAZAKA,Madagascar
WAO,WABO,Papua New Guinea
WAQ,ANTSALOVA,Madagascar
WAS,WASHINGTON,United States of America
WAT,WATERFORD,Ireland
WAV,WAVE HILL,Australia
WAW,WARSAW,Poland
WAZ,WARWICK,Australia
WBB,STEBBINS,United States of America
WBC,WAPOLU,Papua New Guinea
WBD,BEFANDRIANA,Madagascar
WBE,BEALANANA,Madagascar
WBM,WAPENAMANDA,Papua New Guinea
WBN,WOBURN,United States of America
WBO,BEROROHA,Madagascar
WBQ,BEAVER,United States of America
WBR,BIG RAPIDS,United States of America
WCA,CASTRO,Chile
WCH,CHAITEN,Chile
WCR,CHANDALAR LAKE,United States of America
WDB,DEEP BAY,United States of America
WDG,ENID,United States of America
WDH,WINDHOEK,Namibia
WDS,SHIYAN,"China, People’s Republic of"
WED,WEDAU,Papua New Guinea
WEF,WEIFANG,"China, People’s Republic of"
WEH,WEIHAI,"China, People’s Republic of"
WEI,WEIPA,Australia
WEL,WELKOM,South Africa
WEP,WEAM,Papua New Guinea
WET,WAGHETE,Indonesia
WEW,WEE WAA,Australia
WFI,FIANARANTSOA,Madagascar
WFK,FRENCHVILLE,United States of America
WGA,WAGGA WAGGA,Australia
WGC,WARANGAL,India (including Andaman Isl.)
WGE,WALGETT,Australia
WGN,SHAOYANG,"China, People’s Republic of"
WGP,WAINGAPU,Indonesia
WGT,WANGARATTA,Australia
WHD,HYDER,United States of America
WHF,WADI HALFA,Sudan
WHK,WHAKATANE,New Zealand
WHL,WELSHPOOL,Australia
WHS,WHALSAY,United Kingdom
WHT,WHARTON,United States of America
WHU,WUHU,"China, People’s Republic of"
WIC,WICK,United Kingdom
WIK,WAIHEKE ISLAND,New Zealand
WIN,WINTON,Australia
WIO,WILCANNIA,Australia
WIT,WITTENOOM,Australia
WIU,WITU,Papua New Guinea
WJA,WOJA ISLAND,Marshall Islands
WJF,LANCASTER,United States of America
WJR,WAJIR,Kenya
WJU,WONJU,Korea (Rep. of)
WKA,WANAKA,New Zealand
WKB,WARRACKNABEAL,Australia
WKI,HWANGE,Zimbabwe
WKJ,WAKKANAI,Japan
WKK,ALEKNAGIK,United States of America
WKL,WAIKOLOA,United States of America
WKN,WAKUNAI,Papua New Guinea
WKR,WALKER'S CAY,Bahamas
WLB,LABOUCHERE BAY,United States of America
WLC,WALCHA,Australia
WLE,MILES,Australia
WLG,WELLINGTON,New Zealand
WLH,WALAHA,Vanuatu
WLK,SELAWIK,United States of America
WLM,WALTHAM,United States of America
WLP,WEST ANGELAS,Australia
WLR,LORING,United States of America
WLS,WALLIS ISLAND,Wallis and Futuna Islands
WMA,MANDRITSARA,Madagascar
WMB,WARRNAMBOOL,Australia
WMC,WINNEMUCCA,United States of America
WMD,MANDABE,Madagascar
WME,MOUNT KEITH,Australia
WMH,MOUNTAIN HOME,United States of America
WMI,NOWY DWOR MAZOWIECKI,Poland
WMK,MEYERS CHUCK,United States of America
WML,MALAIMBANDY,Madagascar
WMN,MAROANTSETRA,Madagascar
WMO,WHITE MOUNTAIN,United States of America
WMP,MAMPIKONY,Madagascar
WMR,MANANARA AVARATRA,Madagascar
WMX,WAMENA,Indonesia
WNA,NAPAKIAK,United States of America
WNC,TUXEKAN ISLAND,United States of America
WNH,WENSHAN,"China, People’s Republic of"
WNI,WANGIWANGI,Indonesia
WNN,WUNNUMMIN LAKE,Canada
WNP,NAGA,Philippines
WNR,WINDORAH,Australia
WNS,NAWABSHAH,Pakistan
WNU,WANUMA,Papua New Guinea
WNZ,WENZHOU,"China, People’s Republic of"
WOI,WOLOGISSI,Liberia
WOL,WOLLONGONG,Australia
WON,WONDOOLA,Australia
WON,WONSAN,Korea (Dem. People’s Rep. of)
WOT,WANG'AN,Chinese Taipei
WPB,PORT BERGE VAOVAO,Madagascar
WPK,WROTHAM PARK,Australia
WPM,WIPIM,Papua New Guinea
WPO,PAONIA,United States of America
WRA,WARDER,Ethiopia
WRE,WHANGAREI,New Zealand
WRG,WRANGELL,United States of America
WRL,WORLAND,United States of America
WRN,WINDARLING,Australia
WRO,WROCLAW,Poland
WRY,WESTRAY,United Kingdom
WRZ,WEERAWILA,Sri Lanka
WSA,WASUA,Papua New Guinea
WSB,STEAMBOAT BAY,United States of America
WSG,WASHINGTON,United States of America
WSH,SHIRLEY,United States of America
WSM,WISEMAN,United States of America
WSN,SOUTH NAKNEK,United States of America
WSO,WASJABO,Suriname
WSP,WASPAM,Nicaragua
WSR,WASIOR,Indonesia
WST,WESTERLY,United States of America
WSU,WASU,Papua New Guinea
WSX,WESTSOUND,United States of America
WSY,AIRLIE BEACH/SHUTE HBR,Australia
WSZ,WESTPORT,New Zealand
WTA,TAMBOHORANO,Madagascar
WTD,WEST END,Bahamas
WTE,WOTJE ISLAND,Marshall Islands
WTK,NOATAK,United States of America
WTL,TUNTUTULIAK,United States of America
WTO,WOTHO ISLAND,Marshall Islands
WTP,WOITAPE,Papua New Guinea
WTS,TSIROANOMANDIDY,Madagascar
WTT,WANTOAT,Papua New Guinea
WUA,WUHAI,"China, People’s Republic of"
WUD,WUDINNA,Australia
WUG,WAU,Papua New Guinea
WUH,WUHAN,"China, People’s Republic of"
WUM,WASUM,Papua New Guinea
WUN,WILUNA,Australia
WUS,WUYISHAN,"China, People’s Republic of"
WUU,WAU,South Sudan
WUV,WUVULU,Papua New Guinea
WUX,WUXI,"China, People’s Republic of"
WUZ,WUZHOU,"China, People’s Republic of"
WVB,WALVIS BAY,Namibia
WVK,MANAKARA,Madagascar
WVL,WATERVILLE,United States of America
WWD,CAPE MAY,United States of America
WWD,WILDWOOD,United States of America
WWK,WEWAK,Papua New Guinea
WWT,NEWTOK,United States of America
WWY,WEST WYALONG,Australia
WXN,WANZHOU,"China, People’s Republic of"
WYA,WHYALLA,Australia
WYB,YES BAY,United States of America
WYE,YENGEMA,Sierra Leone
WYN,WYNDHAM,Australia
WYS,WEST YELLOWSTONE,United States of America
WZA,WA,Ghana
XAI,XINYANG,"China, People’s Republic of"
XAL,ALAMOS,Mexico
XAP,CHAPECO,Brazil
XAR,ARIBINDA,Burkina Faso
XBB,BLUBBER BAY,Canada
XBE,BEARSKIN LAKE,Canada
XBG,BOGANDE,Burkina Faso
XBJ,BIRJAND,Iran (Islamic Republic of)
XBL,BEDELE,Ethiopia
XBN,BINIGUNI,Papua New Guinea
XBO,BOULSA,Burkina Faso
XBR,BROCKVILLE,Canada
XCH,CHRISTMAS ISLAND,Christmas Islands
XCL,CLUFF LAKE,Canada
XCM,CHATHAM,Canada
XCN,CORON,Philippines
XDE,DIEBOUGOU,Burkina Faso
XDJ,DJIBO,Burkina Faso
XFN,XIANGYANG,"China, People’s Republic of"
XGA,GAOUA,Burkina Faso
XGG,GOROM-GOROM,Burkina Faso
XGL,GRANVILLE LAKE,Canada
XGR,KANGIQSUALUJJUAQ,Canada
XHO,DONGGUAN,"China, People’s Republic of"
XIC,XICHANG,"China, People’s Republic of"
XIL,XILINHOT,"China, People’s Republic of"
XIN,XINGNING,"China, People’s Republic of"
XKA,KANTCHARI,Burkina Faso
XKH,PHONSAVAN,Lao People’s Dem. Rep.
XKO,KEMANO,Canada
XKS,KASABONIKA,Canada
XKY,KAYA,Burkina Faso
XLB,LAC BROCHET,Canada
XLS,ST-LOUIS,Senegal
XLU,LEO,Burkina Faso
XMC,MALLACOOTA,Australia
XMG,MAHENDRANAGAR,Nepal
XMH,MANIHI,French Polynesia
XMI,MASASI,Tanzania
XML,MINLATON,Australia
XMN,XIAMEN,"China, People’s Republic of"
XMS,MACAS,Ecuador
XMY,YAM ISLAND,Australia
XNN,XINING,"China, People’s Republic of"
XNT,XINGTAI,"China, People’s Republic of"
XNU,NOUNA,Burkina Faso
XPA,PAMA,Burkina Faso
XPK,PUKATAWAGAN,Canada
XQP,QUEPOS,Costa Rica
XQU,QUALICUM BEACH,Canada
XRR,ROSS RIVER,Canada
XRY,JEREZ DE LA FRONTERA,Spain and Canary Islands
XSB,SIR BANI YAS ISLAND,United Arab Emirates
XSC,SOUTH CAICOS,Turks and Caicos Islands
XSE,SEBBA,Burkina Faso
XSI,SOUTH INDIAN LAKE,Canada
XTG,THARGOMINDAH,Australia
XTL,TADOULE LAKE,Canada
XUZ,XUZHOU,"China, People’s Republic of"
XVS,VALENCIENNES BUS,France
XYA,YANDINA,Solomon Islands
XYE,YE,Myanmar
XZA,ZABRE,Burkina Faso
YAA,ANAHIM LAKE,Canada
YAB,ARCTIC BAY,Canada
YAC,CAT LAKE,Canada
YAF,ASBESTOS HILL,Canada
YAG,FORT FRANCES,Canada
YAI,CHILLAN,Chile
YAJ,SATURNA ISLAND,Canada
YAK,YAKUTAT,United States of America
YAL,ALERT BAY,Canada
YAM,SAULT SAINTE MARIE,Canada
YAO,YAOUNDE,Cameroon
YAP,YAP,Micronesia
YAQ,MAPLE BAY,Canada
YAT,ATTAWAPISKAT,Canada
YAV,MAYNE ISLAND,Canada
YAY,ST ANTHONY,Canada
YAZ,TOFINO,Canada
YBA,BANFF,Canada
YBB,KUUGARUK,Canada
YBC,BAIE-COMEAU,Canada
YBE,URANIUM CITY,Canada
YBF,BAMFIELD,Canada
YBG,SAGUENAY-BAGOTVILLE,Canada
YBI,BLACK TICKLE,Canada
YBJ,BAIE-JOHAN-BEETZ,Canada
YBK,BAKER LAKE,Canada
YBL,CAMPBELL RIVER,Canada
YBM,BRONSON CREEK,Canada
YBP,YIBIN,"China, People’s Republic of"
YBQ,THETIS ISLAND,Canada
YBR,BRANDON,Canada
YBT,BROCHET,Canada
YBV,BERENS RIVER,Canada
YBX,BLANC-SABLON,Canada
YBY,BONNYVILLE,Canada
YCB,CAMBRIDGE BAY,Canada
YCC,CORNWALL,Canada
YCD,NANAIMO,Canada
YCF,CORTES BAY,Canada
YCG,CASTLEGAR,Canada
YCH,MIRAMICHI,Canada
YCL,CHARLO,Canada
YCM,ST CATHARINES,Canada
YCN,COCHRANE,Canada
YCO,KUGLUKTUK,Canada
YCQ,CHETWYND,Canada
YCR,CROSS LAKE,Canada
YCS,CHESTERFIELD INLET,Canada
YCU,YUNCHENG,"China, People’s Republic of"
YCY,CLYDE RIVER,Canada
YCZ,FAIRMOUNT HOT SPRINGS,Canada
YDA,DAWSON CITY,Canada
YDE,PARADISE RIVER,Canada
YDF,DEER LAKE,Canada
YDG,DIGBY,Canada
YDI,DAVIS INLET,Canada
YDL,DEASE LAKE,Canada
YDN,DAUPHIN,Canada
YDO,DOLBEAU,Canada
YDP,NAIN,Canada
YDQ,DAWSON CREEK,Canada
YDS,DESOLATION SOUND,Canada
YDV,BLOODVEIN,Canada
YDX,DOC CREEK,Canada
YEA,EDMONTON,Canada
YEC,YECHEON,Korea (Rep. of)
YEI,BURSA,Turkey
YEK,ARVIAT,Canada
YEL,ELLIOT LAKE,Canada
YER,FORT SEVERN,Canada
YET,EDSON,Canada
YEV,INUVIK,Canada
YEY,AMOS,Canada
YFA,FORT ALBANY,Canada
YFB,IQALUIT,Canada
YFC,FREDERICTON,Canada
YFE,FORESTVILLE,Canada
YFH,FORT HOPE,Canada
YFO,FLIN FLON,Canada
YFR,FORT RESOLUTION,Canada
YFS,FORT SIMPSON,Canada
YFX,ST LEWIS (FOX HARBOUR),Canada
YGA,GAGNON,Canada
YGB,GILLIES BAY,Canada
YGC,GRANDE CACHE,Canada
YGE,GORGE HARBOUR,Canada
YGH,FORT GOOD HOPE,Canada
YGJ,YONAGO,Japan
YGK,KINGSTON,Canada
YGL,LA GRANDE RIVIERE,Canada
YGN,GREENWAY SOUND,Canada
YGO,GODS LAKE NARROWS,Canada
YGP,GASPE,Canada
YGQ,GERALDTON,Canada
YGR,ILES DE LA MADELEINE,Canada
YGT,IGLOOLIK,Canada
YGV,HAVRE-ST-PIERRE,Canada
YGW,KUUJJUARAPIK,Canada
YGX,GILLAM,Canada
YGZ,GRISE FIORD,Canada
YHA,PORT HOPE SIMPSON,Canada
YHC,HAKAI PASSAGE,Canada
YHD,DRYDEN,Canada
YHF,HEARST,Canada
YHG,CHARLOTTETOWN,Canada
YHI,HOLMAN,Canada
YHI,ULUKHAKTOK,Canada
YHK,GJOA HAVEN,Canada
YHN,HORNEPAYNE,Canada
YHO,HOPEDALE,Canada
YHP,POPLAR HILL,Canada
YHR,CHEVERY,Canada
YHR,HARRINGTON,Canada
YHS,SECHELT,Canada
YHY,HAY RIVER,Canada
YHZ,HALIFAX,Canada
YIB,ATIKOKAN,Canada
YIC,YICHUN (JIANGXI),"China, People’s Republic of"
YIE,AERSHAN,"China, People’s Republic of"
YIF,ST-AUGUSTIN/PAKUASHIPI,Canada
YIH,YICHANG,"China, People’s Republic of"
YIK,IVUJIVIK,Canada
YIN,YINING,"China, People’s Republic of"
YIO,POND INLET,Canada
YIV,ISLAND LAKE,Canada
YIW,YIWU,"China, People’s Republic of"
YJT,STEPHENVILLE,Canada
YKA,KAMLOOPS,Canada
YKE,KNEE LAKE,Canada
YKF,KITCHENER,Canada
YKG,KANGIRSUK,Canada
YKH,YINGKOU,"China, People’s Republic of"
YKJ,KEY LAKE,Canada
YKK,KITKATLA,Canada
YKL,SCHEFFERVILLE,Canada
YKM,YAKIMA,United States of America
YKN,YANKTON,United States of America
YKO,HAKKARI,Turkey
YKQ,WASKAGANISH,Canada
YKS,YAKUTSK,Russia (in Asia)
YKU,CHISASIBI,Canada
YKX,KIRKLAND LAKE,Canada
YLC,KIMMIRUT,Canada
YLD,CHAPLEAU,Canada
YLE,WHATI,Canada
YLG,YALGOO,Australia
YLH,LANSDOWNE HOUSE,Canada
YLI,YLIVIESKA,Finland
YLJ,MEADOW LAKE,Canada
YLL,LLOYDMINSTER,Canada
YLP,MINGAN,Canada
YLR,LEAF RAPIDS,Canada
YLS,LEBEL-SUR-QUEVILLON,Canada
YLW,KELOWNA,Canada
YLX,YULIN - GUANGXI,"China, People’s Republic of"
YMA,MAYO,Canada
YMB,MERRITT,Canada
YME,MATANE,Canada
YMG,MANITOUADGE,Canada
YMH,MARY'S HARBOUR,Canada
YMK,MYS KAMENNYY,Russia (in Asia)
YML,MURRAY BAY,Canada
YMM,FORT MCMURRAY,Canada
YMN,MAKKOVIK,Canada
YMO,MOOSONEE,Canada
YMP,PORT MCNEILL,Canada
YMQ,MONTREAL,Canada
YMS,YURIMAGUAS,Peru
YMT,CHIBOUGAMAU,Canada
YNA,NATASHQUAN,Canada
YNB,YANBU,Saudi Arabia
YNC,WEMINDJI,Canada
YND,GATINEAU,Canada
YNE,NORWAY HOUSE,Canada
YNG,SHARON,United States of America
YNG,WARREN,United States of America
YNG,YOUNGSTOWN,United States of America
YNJ,YANJI,"China, People’s Republic of"
YNK,NOOTKA SOUND,Canada
YNL,POINTS NORTH LANDING,Canada
YNM,MATAGAMI,Canada
YNO,NORTH SPIRIT LAKE,Canada
YNS,NEMISCAU,Canada
YNT,YANTAI,"China, People’s Republic of"
YNY,YANGYANG,Korea (Rep. of)
YNZ,YANCHENG,"China, People’s Republic of"
YOC,OLD CROW,Canada
YOD,COLD LAKE,Canada
YOG,OGOKI,Canada
YOH,OXFORD HOUSE,Canada
YOJ,HIGH LEVEL,Canada
YOL,YOLA,Nigeria
YON,TRASHIGANG,Bhutan
YOO,OSHAWA,Canada
YOP,RAINBOW LAKE,Canada
YOT,YOTVATA,Israel
YOW,OTTAWA,Canada
YPA,PRINCE ALBERT,Canada
YPB,PORT ALBERNI,Canada
YPC,PAULATUK,Canada
YPD,PARRY SOUND,Canada
YPE,PEACE RIVER,Canada
YPH,INUKJUAK,Canada
YPI,PORT SIMPSON,Canada
YPJ,AUPALUK,Canada
YPL,PICKLE LAKE,Canada
YPM,PIKANGIKUM,Canada
YPN,PORT-MENIER,Canada
YPO,PEAWANUCK,Canada
YPP,PINE POINT,Canada
YPQ,PETERBOROUGH,Canada
YPR,PRINCE RUPERT,Canada
YPS,PORT HAWKESBURY,Canada
YPT,PENDER HARBOUR,Canada
YPW,POWELL RIVER,Canada
YPX,PUVIRNITUQ,Canada
YPY,FORT CHIPEWYAN,Canada
YQB,QUEBEC,Canada
YQC,QUAQTAQ,Canada
YQD,THE PAS,Canada
YQF,RED DEER,Canada
YQG,WINDSOR,Canada
YQH,WATSON LAKE,Canada
YQI,YARMOUTH,Canada
YQK,KENORA,Canada
YQL,LETHBRIDGE,Canada
YQM,MONCTON,Canada
YQQ,COMOX,Canada
YQR,REGINA,Canada
YQS,ST THOMAS,Canada
YQT,THUNDER BAY,Canada
YQU,GRANDE PRAIRIE,Canada
YQV,YORKTON,Canada
YQW,NORTH BATTLEFORD,Canada
YQX,GANDER,Canada
YQY,SYDNEY,Canada
YQZ,QUESNEL,Canada
YRA,GAMETI,Canada
YRB,RESOLUTE,Canada
YRD,DEAN RIVER,Canada
YRF,CARTWRIGHT,Canada
YRG,RIGOLET,Canada
YRI,RIVIERE DU LOUP,Canada
YRJ,ROBERVAL,Canada
YRL,RED LAKE,Canada
YRN,RIVERS INLET,Canada
YRR,STUART ISLAND,Canada
YRS,RED SUCKER LAKE,Canada
YRT,RANKIN INLET,Canada
YSB,SUDBURY,Canada
YSC,SHERBROOKE,Canada
YSF,STONY RAPIDS,Canada
YSG,LUTSELKE,Canada
YSJ,ST JOHN,Canada
YSK,SANIKILUAQ,Canada
YSL,ST LEONARD,Canada
YSM,FORT SMITH,Canada
YSN,SALMON ARM,Canada
YSO,POSTVILLE,Canada
YSP,MARATHON,Canada
YSQ,SONGYUAN,"China, People’s Republic of"
YSR,NANISIVIK,Canada
YST,STE THERESA POINT,Canada
YSX,BELLA BELLA,Canada
YSY,SACHS HARBOUR,Canada
YSZ,SQUIRREL COVE,Canada
YTA,PEMBROKE,Canada
YTB,HARTLEY BAY,Canada
YTC,STURDEE,Canada
YTD,THICKET PORTAGE,Canada
YTE,CAPE DORSET,Canada
YTF,ALMA,Canada
YTH,THOMPSON,Canada
YTJ,TERRACE BAY,Canada
YTK,TULUGAK,Canada
YTL,BIG TROUT LAKE,Canada
YTM,MONT-TREMBLANT,Canada
